"No.","Time","Source","Destination","Protocol","Length","Time since previous frame in this TCP stream","Time delta from previous captured frame","Sequence Number","TCP Flags","This is an ACK to the segment in frame","TCP payload","Payload","Header Length","Info"
"1","09:38:34.697732","192.168.0.102","224.0.0.251","MDNS","602","","0.000000000","","","","","000084000000000c00000005095f6b65726265726f731261736d6175732d4d6163426f6fâ\200\246","","Standard query response 0x0000 TXT TXT, cache flush PTR _smb._tcp.local PTR asmauâ\200\231s MacBook Air._smb._tcp.local TXT TXT, cache flush PTR _afpovertcp._tcp.local PTR asmauâ\200\231s MacBook Air._afpovertcp._tcp.local SRV, cache flush 0 0 445 asmaus-MacBook-Air.local SRV, cache flush 0 0 548 asmaus-MacBook-Air.local PTR, cache flush asmaus-MacBook-Air.local A, cache flush 192.168.0.102 NSEC, cache flush asmauâ\200\231s MacBook Air._smb._tcp.local NSEC, cache flush asmauâ\200\231s MacBook Air._afpovertcp._tcp.local NSEC, cache flush 102.0.168.192.in-addr.arpa NSEC, cache flush asmaus-MacBook-Air.local OPT"
"2","09:38:34.698019","192.168.0.102","224.0.0.251","MDNS","602","","0.000287000","","","","","000084000000000c00000005095f6b65726265726f731261736d6175732d4d6163426f6fâ\200\246","","Standard query response 0x0000 TXT TXT, cache flush PTR _smb._tcp.local PTR asmauâ\200\231s MacBook Air._smb._tcp.local TXT TXT, cache flush PTR _afpovertcp._tcp.local PTR asmauâ\200\231s MacBook Air._afpovertcp._tcp.local SRV, cache flush 0 0 445 asmaus-MacBook-Air.local SRV, cache flush 0 0 548 asmaus-MacBook-Air.local PTR, cache flush asmaus-MacBook-Air.local A, cache flush 192.168.0.102 NSEC, cache flush asmauâ\200\231s MacBook Air._smb._tcp.local NSEC, cache flush asmauâ\200\231s MacBook Air._afpovertcp._tcp.local NSEC, cache flush 102.0.168.192.in-addr.arpa NSEC, cache flush asmaus-MacBook-Air.local OPT"
"3","09:38:35.328821","192.168.0.102","224.0.0.251","MDNS","161","","0.630802000","","","","","000000000001000000000001013601330131016301610132016501660166016601300164â\200\246","","Standard query 0x0000 PTR 6.3.1.c.a.2.e.f.f.f.0.d.9.c.2.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question OPT"
"4","09:38:35.328997","192.168.0.102","224.0.0.251","MDNS","161","","0.000176000","","","","","000000000001000000000001013601330131016301610132016501660166016601300164â\200\246","","Standard query 0x0000 PTR 6.3.1.c.a.2.e.f.f.f.0.d.9.c.2.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question OPT"
"5","09:38:36.520313","192.168.0.101","52.210.184.200","TCP","66","0.000000000","1.191316000","1","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","58088  >  443 [ACK] Seq=1 Ack=1 Win=8022 Len=0 TSval=3280795072 TSecr=4095776527"
"6","09:38:36.539808","52.210.184.200","192.168.0.101","TCP","66","0.019495000","0.019495000","1","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP ACKed unseen segment] 443  >  58088 [ACK] Seq=1 Ack=2 Win=425 Len=0 TSval=4095791692 TSecr=3280779927"
"7","09:38:37.020608","192.168.0.101","34.240.107.124","TLSv1.2","97","0.000000000","0.480800000","1","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","","170303001a00000000000005b6f2a077839265cf66d18bfd221b6d8ca23df8","","32","Application Data"
"8","09:38:37.042073","34.240.107.124","192.168.0.101","TLSv1.2","97","0.021465000","0.021465000","1","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","7","170303001a00000000000005b7261c56c3a2b256f85e576299e547a278b50f","","32","Application Data"
"9","09:38:37.042570","192.168.0.101","34.240.107.124","TCP","66","0.000497000","0.000497000","32","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","8","","","32","49730  >  443 [ACK] Seq=32 Ack=32 Win=1002 Len=0 TSval=2001353052 TSecr=914689024"
"10","09:38:38.044033","192.168.0.1","239.255.255.250","SSDP","306","","1.001463000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"11","09:38:38.147697","192.168.0.1","239.255.255.250","SSDP","315","","0.103664000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"12","09:38:38.251657","192.168.0.1","239.255.255.250","SSDP","378","","0.103960000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"13","09:38:38.355770","192.168.0.1","239.255.255.250","SSDP","370","","0.104113000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"14","09:38:38.459806","192.168.0.1","239.255.255.250","SSDP","315","","0.104036000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"15","09:38:38.563645","192.168.0.1","239.255.255.250","SSDP","354","","0.103839000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"16","09:38:38.667754","192.168.0.1","239.255.255.250","SSDP","386","","0.104109000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"17","09:38:38.771799","192.168.0.1","239.255.255.250","SSDP","315","","0.104045000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"18","09:38:38.875657","192.168.0.1","239.255.255.250","SSDP","374","","0.103858000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"19","09:38:38.979742","192.168.0.1","239.255.255.250","SSDP","368","","0.104085000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"20","09:38:39.083746","192.168.0.1","239.255.255.250","SSDP","315","","0.104004000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"21","09:38:39.187636","192.168.0.1","239.255.255.250","SSDP","370","","0.103890000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"22","09:38:39.291731","192.168.0.1","239.255.255.250","SSDP","380","","0.104095000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"23","09:38:39.675926","192.168.0.102","224.0.0.251","MDNS","276","","0.384195000","","","","","00000000000b000000000001055f72616f70045f746370056c6f63616c00000c0001085fâ\200\246","","Standard query 0x0000 PTR _raop._tcp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _apple-mobdev._tcp.local, ""QM"" question PTR 979b0820._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _apple-pairable._tcp.local, ""QM"" question OPT"
"24","09:38:39.676147","192.168.0.102","224.0.0.251","MDNS","276","","0.000221000","","","","","00000000000b000000000001055f72616f70045f746370056c6f63616c00000c0001085fâ\200\246","","Standard query 0x0000 PTR _raop._tcp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _apple-mobdev._tcp.local, ""QM"" question PTR 979b0820._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _apple-pairable._tcp.local, ""QM"" question OPT"
"25","09:38:51.624422","192.168.0.101","52.210.184.200","TCP","66","15.084614000","11.948275000","1","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Dup ACK 5#1] 58088  >  443 [ACK] Seq=1 Ack=1 Win=8022 Len=0 TSval=3280810176 TSecr=4095791692"
"26","09:38:51.644168","52.210.184.200","192.168.0.101","TCP","66","0.019746000","0.019746000","1","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Dup ACK 6#1] [TCP ACKed unseen segment] 443  >  58088 [ACK] Seq=1 Ack=2 Win=425 Len=0 TSval=4095806796 TSecr=3280779927"
"27","09:38:52.136262","192.168.0.101","34.240.107.124","TCP","66","15.093692000","0.492094000","31","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=31 Ack=32 Win=1002 Len=0 TSval=2001368146 TSecr=914689024"
"28","09:38:52.157316","34.240.107.124","192.168.0.101","TCP","66","0.021054000","0.021054000","32","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=32 Ack=32 Win=120 Len=0 TSval=914704139 TSecr=2001353052"
"29","09:38:56.355391","192.168.0.101","52.210.184.200","TLSv1.2","97","4.711223000","4.198075000","2","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","","170303001a0000000000000719b360c494d5a40cca5ecba16b1c331f688a0f","","32","[TCP Previous segment not captured] , Application Data"
"30","09:38:56.375760","52.210.184.200","192.168.0.101","TLSv1.2","97","0.020369000","0.020369000","1","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","29","170303001a000000000000087a8cfb39238f70ca033969646a5b4f046ba000","","32","[TCP ACKed unseen segment] , Application Data"
"31","09:38:56.376292","192.168.0.101","52.210.184.200","TCP","66","0.000532000","0.000532000","33","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","30","","","32","58088  >  443 [ACK] Seq=33 Ack=32 Win=8022 Len=0 TSval=3280814928 TSecr=4095811528"
"32","09:38:59.044217","192.168.0.1","239.255.255.250","SSDP","306","","2.667925000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"33","09:38:59.147656","192.168.0.1","239.255.255.250","SSDP","315","","0.103439000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"34","09:38:59.251654","192.168.0.1","239.255.255.250","SSDP","378","","0.103998000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"35","09:38:59.355925","192.168.0.1","239.255.255.250","SSDP","370","","0.104271000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"36","09:38:59.459930","192.168.0.1","239.255.255.250","SSDP","315","","0.104005000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"37","09:38:59.563797","192.168.0.1","239.255.255.250","SSDP","354","","0.103867000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"38","09:38:59.667725","192.168.0.1","239.255.255.250","SSDP","386","","0.103928000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"39","09:38:59.772008","192.168.0.1","239.255.255.250","SSDP","315","","0.104283000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"40","09:38:59.875856","192.168.0.1","239.255.255.250","SSDP","374","","0.103848000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"41","09:38:59.979994","192.168.0.1","239.255.255.250","SSDP","368","","0.104138000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"42","09:39:00.084036","192.168.0.1","239.255.255.250","SSDP","315","","0.104042000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"43","09:39:00.187828","192.168.0.1","239.255.255.250","SSDP","370","","0.103792000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"44","09:39:00.291957","192.168.0.1","239.255.255.250","SSDP","380","","0.104129000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"45","09:39:07.240207","192.168.0.101","34.240.107.124","TCP","66","15.082891000","6.948250000","31","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=31 Ack=32 Win=1002 Len=0 TSval=2001383251 TSecr=914704139"
"46","09:39:07.261495","34.240.107.124","192.168.0.101","TCP","66","0.021288000","0.021288000","32","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=32 Ack=32 Win=120 Len=0 TSval=914719243 TSecr=2001353052"
"47","09:39:11.592211","192.168.0.101","52.210.184.200","TCP","66","15.215919000","4.330716000","32","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=32 Ack=32 Win=8022 Len=0 TSval=3280830145 TSecr=4095811528"
"48","09:39:11.611805","52.210.184.200","192.168.0.101","TCP","66","0.019594000","0.019594000","32","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=32 Ack=33 Win=425 Len=0 TSval=4095826765 TSecr=3280814928"
"49","09:39:12.020658","192.168.0.101","34.240.107.124","TLSv1.2","97","4.759163000","0.408853000","32","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","","170303001a00000000000005b7cd5d236ac2ed6b80452cf46e312d78ee6302","","32","Application Data"
"50","09:39:12.042381","34.240.107.124","192.168.0.101","TLSv1.2","97","0.021723000","0.021723000","32","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","49","170303001a00000000000005b874c994e106be1edde689120bacfc6270fab0","","32","Application Data"
"51","09:39:12.042873","192.168.0.101","34.240.107.124","TCP","66","0.000492000","0.000492000","63","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","50","","","32","49730  >  443 [ACK] Seq=63 Ack=63 Win=1002 Len=0 TSval=2001388053 TSecr=914724024"
"52","09:39:20.044077","192.168.0.1","239.255.255.250","SSDP","306","","8.001204000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"53","09:39:20.147714","192.168.0.1","239.255.255.250","SSDP","315","","0.103637000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"54","09:39:20.251698","192.168.0.1","239.255.255.250","SSDP","378","","0.103984000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"55","09:39:20.355840","192.168.0.1","239.255.255.250","SSDP","370","","0.104142000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"56","09:39:20.459863","192.168.0.1","239.255.255.250","SSDP","315","","0.104023000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"57","09:39:20.563721","192.168.0.1","239.255.255.250","SSDP","354","","0.103858000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"58","09:39:20.667823","192.168.0.1","239.255.255.250","SSDP","386","","0.104102000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"59","09:39:20.771863","192.168.0.1","239.255.255.250","SSDP","315","","0.104040000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"60","09:39:20.875715","192.168.0.1","239.255.255.250","SSDP","374","","0.103852000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"61","09:39:20.979783","192.168.0.1","239.255.255.250","SSDP","368","","0.104068000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"62","09:39:21.083826","192.168.0.1","239.255.255.250","SSDP","315","","0.104043000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"63","09:39:21.187734","192.168.0.1","239.255.255.250","SSDP","370","","0.103908000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"64","09:39:21.291801","192.168.0.1","239.255.255.250","SSDP","380","","0.104067000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"65","09:39:26.696224","192.168.0.101","52.210.184.200","TCP","66","15.084419000","5.404423000","32","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=32 Ack=32 Win=8022 Len=0 TSval=3280845249 TSecr=4095826765"
"66","09:39:26.715570","52.210.184.200","192.168.0.101","TCP","66","0.019346000","0.019346000","32","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=32 Ack=33 Win=425 Len=0 TSval=4095841869 TSecr=3280814928"
"67","09:39:27.208183","192.168.0.101","34.240.107.124","TCP","66","15.165310000","0.492613000","62","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=62 Ack=63 Win=1002 Len=0 TSval=2001403219 TSecr=914724024"
"68","09:39:27.229539","34.240.107.124","192.168.0.101","TCP","66","0.021356000","0.021356000","63","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=63 Ack=63 Win=120 Len=0 TSval=914739211 TSecr=2001388053"
"69","09:39:31.355219","192.168.0.101","52.210.184.200","TLSv1.2","97","4.639649000","4.125680000","33","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","","170303001a000000000000071a6b429592845f9a5bc39c63a79dfed3373212","","32","Application Data"
"70","09:39:31.375601","52.210.184.200","192.168.0.101","TLSv1.2","97","0.020382000","0.020382000","32","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","69","170303001a000000000000087b2d7b3463b77c28f89a86da76a7b88a5a98f3","","32","Application Data"
"71","09:39:31.376071","192.168.0.101","52.210.184.200","TCP","66","0.000470000","0.000470000","64","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","70","","","32","58088  >  443 [ACK] Seq=64 Ack=63 Win=8022 Len=0 TSval=3280849929 TSecr=4095846529"
"72","09:39:41.044097","192.168.0.1","239.255.255.250","SSDP","306","","9.668026000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"73","09:39:41.147696","192.168.0.1","239.255.255.250","SSDP","315","","0.103599000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"74","09:39:41.251695","192.168.0.1","239.255.255.250","SSDP","378","","0.103999000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"75","09:39:41.355784","192.168.0.1","239.255.255.250","SSDP","370","","0.104089000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"76","09:39:41.459847","192.168.0.1","239.255.255.250","SSDP","315","","0.104063000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"77","09:39:41.563694","192.168.0.1","239.255.255.250","SSDP","354","","0.103847000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"78","09:39:41.667795","192.168.0.1","239.255.255.250","SSDP","386","","0.104101000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"79","09:39:41.771841","192.168.0.1","239.255.255.250","SSDP","315","","0.104046000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"80","09:39:41.875651","192.168.0.1","239.255.255.250","SSDP","374","","0.103810000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"81","09:39:41.979857","192.168.0.1","239.255.255.250","SSDP","368","","0.104206000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"82","09:39:42.083909","192.168.0.1","239.255.255.250","SSDP","315","","0.104052000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"83","09:39:42.187805","192.168.0.1","239.255.255.250","SSDP","370","","0.103896000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"84","09:39:42.291870","192.168.0.1","239.255.255.250","SSDP","380","","0.104065000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"85","09:39:42.312231","192.168.0.101","34.240.107.124","TCP","66","15.082692000","0.020361000","62","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=62 Ack=63 Win=1002 Len=0 TSval=2001418323 TSecr=914739211"
"86","09:39:42.333497","34.240.107.124","192.168.0.101","TCP","66","0.021266000","0.021266000","63","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=63 Ack=63 Win=120 Len=0 TSval=914754315 TSecr=2001388053"
"87","09:39:46.408188","192.168.0.101","52.210.184.200","TCP","66","15.032117000","4.074691000","63","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=63 Ack=63 Win=8022 Len=0 TSval=3280864961 TSecr=4095846529"
"88","09:39:46.427802","52.210.184.200","192.168.0.101","TCP","66","0.019614000","0.019614000","63","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=63 Ack=64 Win=425 Len=0 TSval=4095861581 TSecr=3280849929"
"89","09:39:47.020380","192.168.0.101","34.240.107.124","TLSv1.2","97","4.686883000","0.592578000","63","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","","170303001a00000000000005b883022f4429a30e5304d6c3b45980dea6884a","","32","Application Data"
"90","09:39:47.042346","34.240.107.124","192.168.0.101","TLSv1.2","97","0.021966000","0.021966000","63","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","89","170303001a00000000000005b957276c20c9bc09f7edad0418d8aff1e525de","","32","Application Data"
"91","09:39:47.042818","192.168.0.101","34.240.107.124","TCP","66","0.000472000","0.000472000","94","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90","","","32","49730  >  443 [ACK] Seq=94 Ack=94 Win=1002 Len=0 TSval=2001423054 TSecr=914759024"
"92","09:40:01.512092","192.168.0.101","52.210.184.200","TCP","66","15.084290000","14.469274000","63","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=63 Ack=63 Win=8022 Len=0 TSval=3280880066 TSecr=4095861581"
"93","09:40:01.532498","52.210.184.200","192.168.0.101","TCP","66","0.020406000","0.020406000","63","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=63 Ack=64 Win=425 Len=0 TSval=4095876687 TSecr=3280849929"
"94","09:40:02.044122","192.168.0.1","239.255.255.250","SSDP","306","","0.511624000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"95","09:40:02.147758","192.168.0.1","239.255.255.250","SSDP","315","","0.103636000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"96","09:40:02.251761","192.168.0.1","239.255.255.250","SSDP","378","","0.104003000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"97","09:40:02.280111","192.168.0.101","34.240.107.124","TCP","66","15.237293000","0.028350000","93","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=93 Ack=94 Win=1002 Len=0 TSval=2001438292 TSecr=914759024"
"98","09:40:02.301564","34.240.107.124","192.168.0.101","TCP","66","0.021453000","0.021453000","94","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=94 Ack=94 Win=120 Len=0 TSval=914774284 TSecr=2001423054"
"99","09:40:02.355882","192.168.0.1","239.255.255.250","SSDP","370","","0.054318000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"100","09:40:02.459868","192.168.0.1","239.255.255.250","SSDP","315","","0.103986000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
